Lwl,B,T,Cb,V_kn,L_B,B_T,Fn,R_F_kN,R_R_kN,R_T_kN,P_E_kW
182.812843,23.198940,8.216564,0.589647,13.989851,7.880224,2.823436,0.169947,277.989333,42.363163,322.534618,2321.279954
135.770334,25.309664,9.199289,0.617577,22.423318,5.364367,2.751263,0.316083,598.438221,896.503285,1465.762429,16908.363317
182.245579,19.711665,7.808432,0.663953,18.885241,9.245570,2.524407,0.229772,480.575582,175.569841,665.803538,6468.547090
115.565584,22.007127,7.968777,0.573792,23.580017,5.251280,2.761669,0.360274,468.075442,547.276528,1063.954076,12906.399574
203.662951,23.764476,11.382103,0.571663,13.538543,8.570058,2.087881,0.155819,337.768086,44.983283,394.686906,2748.924208
133.178216,16.337465,7.093228,0.618589,18.885678,8.151706,2.303248,0.268794,299.853145,229.347150,522.280076,5074.276641
166.675844,27.514860,12.579331,0.715848,14.800063,6.057666,2.187307,0.188292,452.106835,89.855018,519.134464,3952.587942
174.318711,33.529333,10.948774,0.715076,12.002628,5.198991,3.062382,0.149317,331.222873,53.431248,387.798877,2394.534050
101.317444,19.882187,8.053524,0.577431,21.150148,5.095890,2.468756,0.345124,327.220490,428.739045,748.146596,8140.259068
207.866826,28.812684,9.287490,0.714473,11.449137,7.214421,3.102311,0.130432,300.555751,39.870107,345.230860,2033.389050
148.567877,28.320791,8.507505,0.579173,16.253718,5.245894,3.328918,0.219025,344.186426,131.995429,495.502186,4143.204807
102.511781,17.250984,4.935775,0.788478,11.601863,5.942373,3.495091,0.188211,105.238844,20.222464,125.478951,748.922222
202.470125,32.587291,11.306945,0.837332,13.025401,6.213162,2.882060,0.150354,513.952024,72.712115,567.162131,3800.462399
99.875488,12.688786,3.876435,0.649384,19.765776,7.871162,3.273314,0.324854,173.397175,209.834430,392.048380,3986.498877
226.609974,27.527572,9.937151,0.778901,13.173328,8.232109,2.770167,0.143734,459.618680,56.970828,517.994712,3510.418872
197.312116,25.061660,7.087136,0.697161,23.229649,7.873067,3.536218,0.271625,872.484131,847.845552,1678.321595,20056.536576
175.737156,20.357489,4.997997,0.773852,13.825168,8.632555,4.073129,0.171294,255.076387,36.927982,299.539253,2130.405471
212.664085,26.982677,7.732015,0.795061,22.239576,7.881504,3.489734,0.250486,1063.238798,762.037182,1840.962782,21062.485873
175.830690,26.522230,8.405165,0.703747,19.975802,6.629559,3.155468,0.247435,665.565792,443.026278,1151.410252,11832.388576
167.396314,24.170704,8.884166,0.571090,20.782048,6.925587,2.720650,0.263827,561.344761,449.598072,971.000679,10381.162586
204.969396,27.797834,10.194243,0.842006,22.940790,7.373574,2.726817,0.263189,1318.087475,1236.952616,2618.497765,30902.860551
154.760261,30.024141,7.545686,0.817831,12.051935,5.154528,3.978981,0.159122,281.147701,46.483230,321.281590,1991.960456
135.467386,19.412451,6.865963,0.585161,15.859727,6.978376,2.827346,0.223811,225.254107,78.867077,318.461336,2598.307380
142.219156,15.013522,3.713657,0.679553,18.318252,9.472738,4.042786,0.252295,231.906578,138.531134,363.751725,3427.892509
86.248711,18.028537,5.569079,0.752425,14.107006,4.784011,3.237257,0.249495,134.211359,100.327002,236.218955,1714.303492
217.382838,29.974183,8.485562,0.722432,11.904267,7.252336,3.532375,0.132615,335.634790,45.645598,382.225075,2340.776530
131.378344,23.189720,8.145479,0.687298,15.337433,5.665370,2.846944,0.219783,281.450908,103.460044,385.008780,3037.815653
228.211390,31.135319,12.915411,0.592331,18.989029,7.329663,2.410711,0.206461,876.468960,228.455203,1117.789987,10919.457824
108.008996,13.250799,5.534786,0.834620,22.087639,8.151131,2.394094,0.349078,348.815142,413.126673,746.295633,8480.047960
195.219095,31.765116,9.087033,0.669044,22.728137,6.145707,3.495653,0.267181,1019.630711,1031.221335,2043.289914,23890.867959
190.494726,21.369449,5.414671,0.732544,17.889038,8.914349,3.946583,0.212887,444.380695,125.558683,572.049485,5264.518825
222.743644,25.957046,10.949375,0.550509,19.995624,8.581240,2.370642,0.220057,753.268811,234.110377,944.972116,9720.577409
190.964004,26.160106,9.668828,0.638168,17.745785,7.299818,2.705613,0.210923,554.486053,155.485265,696.563024,6359.072037
202.813314,32.322733,8.955735,0.745816,18.257916,6.274634,3.609166,0.210575,780.706130,253.293510,1043.340825,9799.761397
210.808019,27.563387,10.412160,0.616138,19.701215,7.648117,2.647231,0.222871,761.421280,269.511153,1009.223065,10228.649420
215.879214,28.033702,7.310152,0.742492,23.166104,7.700703,3.834900,0.258971,1086.437749,916.243607,1974.332004,23529.423922
174.793410,30.320451,10.045998,0.587711,15.107429,5.764868,3.018162,0.187686,391.524082,84.482857,451.111921,3506.008551
199.766519,30.198459,8.094172,0.719885,13.070497,6.615123,3.730889,0.151892,365.741820,55.240821,422.525891,2841.080571
182.421914,32.095612,9.364730,0.703531,12.020005,5.683703,3.427287,0.146174,310.579992,48.638003,356.403379,2203.862875
133.393220,25.835481,7.048679,0.742504,22.820537,5.163179,3.665294,0.324536,651.963819,1137.096544,1821.602831,21385.414192
193.615557,33.458691,10.833775,0.602454,23.040766,5.786704,3.088369,0.271976,1054.265771,1117.442613,2187.832379,25932.778933
191.625050,28.567593,9.938670,0.717805,21.743429,6.707777,2.874388,0.257992,961.513235,791.951051,1743.790015,19505.645734
202.234591,25.269996,6.985248,0.737513,13.037908,8.002953,3.617623,0.150586,318.339685,42.703848,366.794558,2460.191361
156.113612,31.548391,10.913751,0.727287,22.189971,4.948386,2.890701,0.291702,934.650281,1422.295851,2358.845177,26927.391121
220.830894,32.218590,12.787983,0.841543,18.330511,6.854145,2.519443,0.202604,1106.554308,284.123433,1408.573301,13282.876154
129.013011,23.483478,11.707861,0.644496,15.917191,5.493778,2.005787,0.230172,340.032614,150.776108,493.853936,4043.924641
147.163220,24.116907,7.528532,0.550263,12.178769,6.102077,3.203401,0.164895,165.016539,27.599229,197.235549,1235.738820
210.814599,33.352316,12.899972,0.637352,22.347389,6.320838,2.585457,0.252802,1217.435751,897.148638,2122.259867,24398.518811
76.737983,10.720726,3.651215,0.771527,17.546868,7.157909,2.936207,0.329002,115.022359,149.343702,258.107431,2329.905050
76.002943,16.241409,5.381534,0.627920,14.447432,4.679578,3.017989,0.272194,98.720647,99.859556,202.815823,1507.407238
164.174171,31.018237,9.615267,0.611744,11.142579,5.292827,3.225936,0.142836,214.981098,35.112381,250.573331,1436.344647
160.147199,17.877914,8.454563,0.557032,22.297323,8.957824,2.114588,0.289399,511.999075,484.405735,1030.789543,11823.902301
60.140045,13.012852,6.329635,0.676788,13.106147,4.621588,2.055861,0.277585,69.243757,71.981935,139.609804,941.302156
157.853203,33.710110,10.975451,0.813796,14.808410,4.682667,3.071410,0.193591,516.343094,131.267613,641.210647,4884.805439
161.501920,26.111647,6.438939,0.676440,20.545975,6.185053,4.055272,0.265547,559.965855,546.429610,1127.089616,11913.059696
158.617485,27.014390,10.477099,0.809181,23.135035,5.871592,2.578423,0.301716,1022.691961,1616.569169,2701.705443,32154.833419
174.685125,26.809820,7.285719,0.826175,10.978123,6.515714,3.679777,0.136428,242.398997,32.194482,281.548979,1590.084262
197.451147,24.054511,6.202386,0.707652,10.663072,8.208487,3.878267,0.124640,190.094477,23.922203,209.786610,1150.795610
114.715911,25.251728,6.107096,0.778055,22.139641,4.542894,4.134818,0.339518,532.838296,966.793154,1451.883968,16536.385245
129.257354,17.508069,4.574502,0.792250,18.816778,7.382731,3.827317,0.271845,313.937226,317.549419,629.469856,6093.380527
113.962294,21.584828,9.857528,0.758162,21.720004,5.279741,2.189680,0.334182,550.422790,854.875944,1380.254187,15422.582020
196.422052,33.241269,8.786718,0.745947,13.724751,5.908982,3.783127,0.160847,449.429408,74.722478,527.236758,3722.616076
177.667887,21.106557,7.411354,0.629781,15.878982,8.417663,2.847868,0.195669,328.285384,64.250125,387.905764,3168.742817
134.515181,25.996407,12.511864,0.835353,18.761397,5.174376,2.077740,0.265695,656.322853,697.461695,1355.232686,13080.283106
162.402957,26.340822,11.569931,0.719726,22.115531,6.165448,2.276662,0.285039,885.517157,1088.926867,1957.759570,22273.826722
222.319049,25.608993,9.676725,0.566525,17.371390,8.681288,2.646452,0.191359,547.839252,102.928171,669.571110,5983.693939
214.243094,31.576865,12.008241,0.570173,13.619234,6.784812,2.629600,0.152828,418.677081,64.601782,501.104496,3510.905017
86.590462,12.701265,5.969989,0.599534,11.056402,6.817468,2.127519,0.195156,60.059284,11.053002,72.019065,409.637217
95.400520,14.233209,5.079332,0.617732,15.882495,6.702671,2.802181,0.267083,127.876984,101.498238,229.265496,1873.249074
128.080124,26.818924,10.009168,0.557751,20.982836,4.775737,2.679436,0.304528,499.431182,731.990625,1256.933175,13567.957424
121.667873,18.040765,8.243985,0.650255,18.970410,6.744053,2.188355,0.282483,330.343274,337.715802,649.075710,6334.468371
139.120171,19.602018,6.709829,0.644527,15.923356,7.097237,2.921389,0.221740,249.819183,84.965918,331.120883,2712.434613
129.054464,20.678584,8.368067,0.812803,21.984004,6.240972,2.471130,0.317851,606.927719,949.486312,1571.145869,17768.935357
202.763724,30.080729,12.512641,0.788663,17.962219,6.740652,2.404027,0.207190,881.639982,244.837792,1170.897908,10819.747458
222.425749,26.791926,12.098852,0.797452,16.565865,8.301969,2.214419,0.182442,767.013716,123.323259,878.784370,7489.184653
221.343955,31.251236,11.546531,0.828436,16.872923,7.082726,2.706548,0.186277,877.612270,165.252461,1024.866041,8896.015348
112.088777,19.969702,6.415453,0.600892,18.605438,5.612942,3.112750,0.288644,259.260282,311.536256,569.441635,5450.385396
136.992095,21.292936,8.981996,0.576559,20.542309,6.433687,2.370624,0.288274,439.662116,485.820410,947.946289,10017.770913
138.083276,23.547341,10.323107,0.812780,19.016144,5.864071,2.281032,0.265800,579.775974,576.629054,1155.845500,11307.337341
200.309736,22.573189,6.774789,0.658276,10.120408,8.873790,3.331940,0.117449,162.141916,19.424733,182.380334,949.541935
213.894883,23.227748,6.109633,0.585368,19.900596,9.208593,3.801824,0.223496,536.630586,182.531969,732.192555,7495.998506
142.368045,29.117146,10.757460,0.671776,17.288734,4.889492,2.706693,0.237991,477.101108,283.748605,753.725026,6703.694842
158.202443,27.060430,9.613748,0.689393,17.536594,5.846265,2.814764,0.229004,500.636918,229.495634,734.667767,6627.875585
123.134440,27.119207,6.853395,0.823224,10.143275,4.540488,3.957047,0.150138,152.369070,24.455313,173.672709,906.249676
178.798414,24.745867,11.212625,0.775351,21.839361,7.225385,2.206965,0.268264,959.590296,905.456287,1897.787461,21321.885884
125.581397,15.917423,7.447414,0.680800,15.975916,7.889556,2.137309,0.234157,227.754936,92.200041,316.049383,2597.519555
195.715398,27.878406,11.257203,0.760212,20.060655,7.020322,2.476495,0.235525,927.363006,472.161741,1388.301432,14327.386678
165.357930,18.765318,6.773008,0.821042,17.576140,8.811891,2.770603,0.224499,430.876439,151.904371,597.967429,5406.785478
201.627399,30.528097,7.448752,0.610099,11.398062,6.604650,4.098418,0.131844,237.723832,36.262928,275.292777,1614.224451
105.149667,19.527831,6.435044,0.672049,13.810793,5.384606,3.034607,0.221217,152.831323,57.282221,215.381532,1530.259830
188.480723,25.936540,7.928931,0.739360,14.693648,7.266996,3.271127,0.175792,401.270472,65.940814,464.119406,3508.306092
210.955555,33.405512,10.324556,0.671719,16.941330,6.314992,3.235540,0.191582,684.456345,153.502435,855.033093,7451.925812
174.513463,24.476205,7.692470,0.731673,11.008793,7.129923,3.181839,0.136876,206.166676,26.894264,237.477556,1344.932160
227.577089,33.691942,10.517001,0.806086,14.876262,6.754644,3.203569,0.161969,694.968840,105.866121,800.055331,6122.826315
177.284886,18.714642,9.112861,0.631441,22.027305,9.473058,2.053652,0.271725,636.418681,492.792941,1083.204862,12274.677044
114.425610,22.898702,10.127180,0.734349,19.301925,4.997035,2.261113,0.296376,449.284058,654.296418,1110.661377,11028.600578
187.370641,19.889566,5.972968,0.559032,13.498586,9.420550,3.329930,0.161972,201.388726,27.510582,233.912427,1624.350240
157.054041,32.059471,8.993064,0.595910,16.021881,4.898835,3.564911,0.209987,396.091869,134.442695,528.994783,4360.165781
142.743482,25.008393,12.390604,0.700747,11.864909,5.707823,2.018335,0.163113,242.915534,37.081343,282.691921,1725.503824
204.512943,23.097442,10.330292,0.846561,10.523225,8.854354,2.235894,0.120863,276.909624,28.741460,298.901351,1618.135337
165.856568,23.137421,6.747691,0.747037,13.358287,7.168326,3.428939,0.170368,265.539202,40.873184,302.703164,2080.203540
88.870455,14.052113,6.572414,0.693001,23.576781,6.324348,2.138044,0.410780,313.567759,151.058863,456.123938,5532.296847
208.061534,30.544004,11.894817,0.604421,23.452818,6.811862,2.567841,0.267056,1159.712046,1034.839175,2203.818619,26589.427669
218.416726,28.297784,7.763059,0.553392,22.702379,7.718510,3.645185,0.252309,831.676953,557.153929,1338.057644,15627.312856
99.954191,17.404946,5.054860,0.707259,19.647479,5.742861,3.443210,0.322782,250.764432,378.076266,616.110583,6227.354629
91.586442,15.473460,5.542158,0.762685,22.725434,5.918938,2.791956,0.390032,318.408961,242.930997,561.254943,6561.610764
141.607433,16.811226,4.832916,0.838368,11.410772,8.423385,3.478485,0.157498,140.562974,16.856522,156.359257,917.860572
141.813713,28.129401,10.790590,0.587658,19.605277,5.041476,2.606845,0.270407,531.101983,543.834516,1079.743583,10890.096361
161.245769,18.365243,5.743846,0.737748,16.912001,8.779942,3.197377,0.218753,324.082565,98.742526,435.517772,3789.125429
199.607623,32.700045,11.606004,0.816435,23.125582,6.104200,2.817511,0.268849,1471.413080,1654.433152,3195.376619,38014.810632
111.034345,24.006192,10.247912,0.649080,18.618020,4.625238,2.342545,0.290207,379.479090,511.091177,925.550405,8864.855663
123.340469,17.310306,8.023950,0.829513,21.454120,7.125262,2.157330,0.317294,506.158519,729.061061,1193.951844,13177.578634
169.876818,31.403512,12.987135,0.749308,22.705228,5.409485,2.418048,0.286129,1164.936484,1613.167193,2793.431170,32628.864317
145.432744,16.074949,6.691714,0.849965,17.860660,9.047167,2.402217,0.243260,374.833746,195.949476,554.585534,5095.703396
188.258074,28.725324,12.259440,0.616529,17.455632,6.553732,2.343119,0.208960,610.690795,170.862657,800.582163,7189.183802
183.602092,32.829579,9.996377,0.620595,12.844139,5.592581,3.284148,0.155693,328.646491,55.734246,385.784485,2549.105764
182.074192,32.713378,12.829007,0.589272,10.762710,5.565741,2.549954,0.131009,252.554565,39.056413,300.164700,1661.955395
223.371576,28.778449,9.829750,0.578594,19.047642,7.761765,2.927689,0.209330,710.970801,193.238680,867.405003,8499.654231
100.724999,11.902883,5.851692,0.828215,15.201800,8.462235,2.034093,0.248788,156.711665,86.805169,248.073525,1940.052685
180.279378,29.581301,11.983253,0.781316,10.648223,6.094369,2.468553,0.130259,287.283481,38.077622,325.218912,1781.521365
204.954469,31.805252,8.408508,0.813070,14.935975,6.444045,3.782508,0.171360,573.543749,97.433734,665.817336,5115.955808
137.838677,19.208978,8.146683,0.596940,22.368094,7.175742,2.357889,0.312930,480.686706,595.411852,1115.289222,12833.779897
224.141933,30.633031,9.555375,0.752192,12.218066,7.317001,3.205843,0.134043,400.217771,53.039046,440.374964,2767.981609
174.820844,31.082108,10.148594,0.704765,12.466431,5.624485,3.062701,0.154864,325.565566,51.890647,372.474574,2388.783991
219.320881,31.479224,10.338068,0.586600,19.314494,6.967163,3.044981,0.214214,780.448023,247.678379,1043.336099,10366.823006
222.668124,29.222855,7.638038,0.724410,19.907268,7.619657,3.825964,0.219122,853.940884,307.148944,1151.656097,11794.310947
179.392258,29.173248,11.899845,0.641414,17.786023,6.149204,2.451565,0.218113,621.175489,216.580079,858.813204,7858.066077
132.371316,20.747639,5.156818,0.703159,22.939130,6.380066,4.023342,0.327479,478.592791,731.079007,1181.161721,13938.769033
210.278325,27.370587,9.739259,0.614549,16.280232,7.682638,2.810336,0.184403,510.828312,92.504107,617.273676,5169.832291
153.912164,23.532720,8.837927,0.648728,20.480530,6.540347,2.662697,0.271149,552.721510,524.514140,1069.408999,11267.385008
120.088545,18.814669,5.192320,0.841464,18.122511,6.382709,3.623557,0.271626,322.100045,354.877903,671.298965,6258.531631
142.454944,20.260618,6.978083,0.588757,21.168443,7.031125,2.903465,0.291309,418.897309,471.501790,885.399462,9641.981183
177.849342,33.167044,12.437842,0.666241,16.205235,5.362231,2.666624,0.199587,584.086799,154.171995,749.369958,6247.261981
98.357212,17.008447,4.135547,0.583523,11.290229,5.782845,4.112744,0.186983,66.926521,13.434314,81.173958,471.473826
156.356008,22.849318,8.454155,0.762227,15.699596,6.842918,2.702732,0.206222,379.690752,98.613350,464.415739,3750.882969
176.700220,25.964217,11.595263,0.555541,12.023592,6.805529,2.239209,0.148566,246.446578,35.665145,286.550224,1772.446336
122.016911,16.728747,5.849133,0.739958,20.869816,7.293846,2.860039,0.310322,361.387067,486.689185,846.162528,9084.698578
182.153575,26.611954,6.969413,0.733233,10.795427,6.844803,3.818392,0.131379,209.691166,28.570179,233.934445,1299.188315
144.985903,17.108566,7.921551,0.823884,15.899942,8.474463,2.159750,0.216888,325.529442,93.111234,420.395519,3438.679630
189.652261,23.663692,11.085309,0.577876,10.542681,8.014483,2.134689,0.125741,196.766712,24.638689,217.619933,1180.287569
206.488618,29.860371,8.390708,0.587475,15.488168,6.915139,3.558743,0.177034,432.631380,79.372096,514.071729,4096.018123
129.531990,16.374012,7.593140,0.711631,23.087243,7.910828,2.156422,0.333186,496.400579,614.688157,1130.777868,13430.354591
122.633172,23.785786,6.704721,0.773451,20.647608,5.155733,3.547617,0.306245,488.009434,822.522271,1382.774743,14687.885708
225.215874,28.586522,7.677431,0.690095,20.815031,7.878394,3.723449,0.227814,882.774987,372.750722,1299.951734,13920.100989
193.307540,24.890538,10.853254,0.719965,18.188602,7.766306,2.293371,0.214871,671.306685,198.017410,855.096134,8001.149389
172.657870,23.942214,6.551622,0.738034,16.602489,7.211441,3.654395,0.207531,412.644452,113.249320,502.520283,4292.051270
93.490704,10.945943,3.881414,0.563890,19.048116,8.541128,2.820092,0.323572,125.666768,134.453684,263.355224,2580.667544
86.946841,14.844916,5.279872,0.789290,13.342580,5.857011,2.811606,0.235026,111.155571,54.577746,166.207251,1140.848251
155.523727,26.080118,10.212070,0.586022,11.661301,5.963306,2.553852,0.153586,202.660372,31.349098,233.035268,1397.998637
134.394064,22.933804,11.180069,0.775344,23.232446,5.860086,2.051311,0.329161,807.871896,1249.964075,2027.470618,24231.907545
180.677688,23.522992,10.615431,0.838312,10.469986,7.680898,2.215924,0.127937,249.516321,27.815823,275.537989,1484.108668
219.572331,23.689159,6.943296,0.810118,22.673465,9.268895,3.411803,0.251323,1022.639300,691.224231,1747.247214,20380.289642
119.645347,19.913943,8.374832,0.663990,15.334148,6.008119,2.377832,0.230258,235.255535,100.642294,351.351832,2771.660176
188.488924,30.878899,9.993772,0.735830,23.243267,6.104134,3.089814,0.278072,1154.808883,1410.366841,2643.848980,31613.452235
191.667846,33.412112,11.326589,0.727420,13.245125,5.736478,2.949883,0.157139,444.929880,71.157287,512.821388,3494.300808
186.944230,33.670363,12.842644,0.605473,14.136788,5.552189,2.621762,0.169824,446.666619,81.204272,525.754638,3823.595597
188.502803,29.587449,12.223223,0.844935,17.318156,6.371039,2.420593,0.207179,812.822616,231.929085,1038.565654,9252.811286
99.761454,21.954357,6.946922,0.579635,19.271221,4.544039,3.160300,0.316907,266.209283,410.684003,684.932931,6790.400418
224.899096,25.074505,7.107721,0.801871,16.321130,8.969234,3.527784,0.178756,582.226141,90.859299,677.932114,5692.126406
217.770274,32.517311,12.402798,0.788735,16.501155,6.697057,2.621772,0.183662,832.304693,155.328073,1006.989145,8548.250406
116.382725,18.149555,6.553334,0.651890,15.675617,6.412428,2.769515,0.238662,199.186295,99.416031,287.419405,2317.815394
162.645804,30.158788,12.159136,0.726433,12.080272,5.392982,2.480340,0.155582,316.251933,49.273401,356.961999,2218.384347
166.749670,18.479387,8.421880,0.570309,11.578098,9.023550,2.194212,0.147268,159.441419,19.360470,178.093549,1060.775557
181.518082,23.530574,9.590674,0.842866,15.991317,7.714137,2.453485,0.194952,532.648530,105.960587,642.846481,5288.464664
106.378514,18.900698,8.298587,0.657269,14.343514,5.628285,2.277580,0.228419,180.416477,74.543980,254.316813,1876.587196
224.050278,23.968076,8.792275,0.662733,21.541377,9.347862,2.726038,0.236377,863.403367,379.059897,1191.348148,13202.320350
109.936500,19.753720,9.537904,0.598882,15.983231,5.565357,2.071076,0.250379,233.119366,149.341168,382.121006,3141.981245
147.558596,18.178407,7.512999,0.626036,15.880232,8.117246,2.419594,0.214723,259.359596,69.696599,332.918108,2719.771224
183.361664,29.355521,9.984491,0.596897,23.240966,6.246241,2.940112,0.281905,909.142863,1037.403347,1995.613821,23859.908600
120.022580,18.793530,7.268990,0.767243,22.499392,6.386378,2.585439,0.337321,499.925814,715.565431,1185.751570,13724.691654
190.711480,25.823056,11.361238,0.790426,11.415458,7.385318,2.272909,0.135771,314.738042,37.999032,361.735753,2124.334400
104.953661,21.223095,7.553150,0.550013,20.371789,4.945257,2.809834,0.326613,303.230166,442.139535,743.579451,7792.820156
148.110248,20.128966,5.516485,0.662215,10.014027,7.358065,3.648875,0.135151,105.757514,13.843088,121.024153,623.474837
186.669243,19.787881,7.873964,0.843676,17.580527,9.433514,2.513077,0.211348,542.148640,137.824560,669.071912,6051.217922
180.741360,32.214860,12.060928,0.810220,13.095832,5.610497,2.671010,0.159996,463.613307,71.914793,546.377184,3680.982589
99.868337,10.587049,5.137835,0.567843,17.398507,9.433066,2.060605,0.285958,129.330238,105.184724,237.670930,2127.287292
85.635545,18.127446,4.840875,0.830146,10.575547,4.724082,3.744664,0.187707,82.496666,17.258536,103.430291,562.715259
144.097220,21.893903,8.036142,0.648626,21.787087,6.581614,2.724430,0.298109,539.019274,686.428693,1233.167936,13821.637781
167.489663,24.972505,11.199085,0.674442,23.624232,6.706963,2.229870,0.299825,932.338129,1218.289683,2149.999689,26129.686686
126.971829,19.257883,7.724150,0.700031,15.228794,6.593239,2.493204,0.221981,241.536148,84.394427,329.016446,2577.633805
119.086892,21.825195,6.229828,0.716658,16.654271,5.456395,3.503338,0.250667,270.748315,203.355010,477.870418,4094.245399
211.722637,22.743798,11.368015,0.570862,13.064050,9.309027,2.000683,0.147468,320.059449,39.617166,367.540138,2470.135128
159.879401,31.026052,11.659956,0.708885,23.993910,5.153069,2.660906,0.311680,1100.622561,1824.737241,2922.722534,36076.692274
120.974688,19.803706,8.668476,0.559591,18.747997,6.108689,2.284566,0.279970,308.868733,309.082347,640.172418,6174.331400
208.581932,28.482195,7.538566,0.759772,14.992655,7.323239,3.778198,0.170508,487.129360,78.275053,568.985849,4388.520251
200.509804,27.750865,8.086191,0.738318,20.964652,7.225353,3.431883,0.243178,866.275730,532.374674,1397.637468,15073.714769
215.163937,23.399686,6.698603,0.584872,16.229965,9.195163,3.493219,0.181734,383.868111,63.785258,455.231833,3800.916449
140.739559,24.397980,10.803858,0.597654,18.640862,5.768492,2.258265,0.258084,453.709319,347.824196,781.013049,7489.664729
189.422415,26.786808,10.565263,0.598579,19.840135,7.071481,2.535366,0.236773,682.653655,328.970965,971.373367,9914.456874
122.424282,21.969206,9.746518,0.817350,16.237045,5.572540,2.254057,0.241033,366.245827,223.585265,610.550899,5099.962338
211.396717,31.244577,12.335367,0.711498,13.651256,6.765869,2.532926,0.154215,502.238691,72.910604,560.678035,3937.533574
76.567792,14.802830,5.412260,0.739368,12.349133,5.172510,2.735055,0.231802,81.603813,37.753908,115.139837,731.476182
97.623277,11.696262,5.397487,0.774474,18.865300,8.346537,2.166983,0.313611,203.963579,246.254260,457.257379,4437.747154
136.617582,16.938971,7.887821,0.819633,17.609041,8.065282,2.147484,0.247449,369.814511,216.480466,589.414500,5339.426626
209.898767,32.718985,8.565489,0.583470,20.008860,6.415198,3.819862,0.226841,751.818750,331.844144,1061.748871,10929.046259
95.801545,17.200849,7.977983,0.800901,16.937817,5.569582,2.156040,0.284233,250.768073,308.641868,564.076924,4915.117299
174.185406,27.074225,12.588952,0.828270,15.204866,6.433625,2.150634,0.189226,562.109330,109.111672,673.301243,5266.597383
158.507363,19.794356,8.388475,0.848032,13.868464,8.007705,2.359709,0.180929,311.757696,46.833556,362.666120,2587.458798
117.054190,20.482603,5.891658,0.732692,19.156037,5.714810,3.476543,0.290814,333.398918,454.958482,767.923143,7567.658611
130.915079,20.723399,8.326540,0.747167,14.513254,6.317259,2.488837,0.208340,259.288993,70.215486,315.551086,2355.985314
173.011779,22.576331,11.009408,0.730637,13.165850,7.663414,2.050640,0.164405,322.987951,43.562617,359.417726,2434.369610
131.694719,16.148197,4.623281,0.707673,10.559352,8.155382,3.492800,0.151132,91.550843,11.338193,103.029681,559.677336
113.296802,16.329190,4.737507,0.716046,21.305938,6.938299,3.446790,0.328772,308.321896,430.024890,758.044010,8308.702171
135.275072,23.033972,11.118192,0.636727,17.270088,5.872850,2.071737,0.243887,393.940480,227.708650,620.619787,5513.892373
157.881832,33.298875,11.105043,0.705194,10.542047,4.741356,2.998536,0.137804,235.904262,37.862049,275.101740,1491.957279
223.938016,28.858231,7.274101,0.758719,16.119885,7.759936,3.967257,0.176930,590.376178,100.348482,720.764979,5977.143873
172.078991,32.589594,12.817982,0.649066,17.152097,5.280182,2.542490,0.214762,621.030339,218.644333,826.768691,7295.236264
144.738193,21.905914,6.643257,0.659067,10.820299,6.607266,3.297466,0.147724,135.572637,19.149698,155.024962,862.936792
183.001326,28.250444,7.803694,0.736064,22.445164,6.477821,3.620138,0.272521,905.152952,1007.169123,1864.555936,21529.617184
179.485383,24.588155,10.985182,0.657581,18.217678,7.299669,2.238302,0.223348,584.590767,206.981624,799.860509,7496.272674
176.401890,22.521722,7.941628,0.551975,12.486750,7.832522,2.835907,0.154419,200.599500,28.302250,220.050072,1413.543092
112.864188,18.229685,5.291243,0.627670,12.457377,6.191231,3.445256,0.192598,111.230406,23.073730,137.410429,880.611600
216.488361,27.223729,8.800375,0.710077,23.634030,7.952194,3.093474,0.263830,1141.909815,978.563875,2107.616140,25625.208141
163.111587,31.602793,11.483505,0.815045,10.003998,5.161303,2.752016,0.128657,249.639860,35.146714,285.319797,1468.397421
100.806156,12.909687,5.260441,0.696203,15.278649,7.808567,2.454107,0.249945,133.258501,74.389322,206.359786,1621.989845
178.773106,25.795796,6.690155,0.621148,16.740211,6.930319,3.855785,0.205643,386.776512,104.425047,491.424788,4232.101635
166.498884,30.968973,9.008517,0.672804,10.928624,5.376313,3.437744,0.139112,221.780710,34.945871,259.333794,1458.017364
147.215694,21.422770,7.603315,0.679741,19.641891,6.871926,2.817557,0.265895,453.302584,392.800470,845.811586,8546.632457
163.150396,21.575524,5.426631,0.690405,11.634429,7.561828,3.975860,0.149608,164.481942,22.599560,191.930024,1148.751479
131.788305,27.511859,9.156715,0.703758,21.432191,4.790236,3.004556,0.306642,627.710806,1035.103361,1694.719609,18685.405611
110.142344,21.514087,7.265515,0.849324,19.095748,5.119545,2.961124,0.298857,411.134880,671.253650,1086.930827,10677.674642
202.174944,23.783240,7.319688,0.725899,14.903789,8.500732,3.249215,0.172162,394.862567,58.440620,447.322216,3429.693109
221.909162,27.428621,10.631498,0.687813,19.855222,8.090424,2.579939,0.218923,892.722494,289.442354,1188.116560,12135.897648
210.837664,26.746194,11.158094,0.720035,10.676286,7.882903,2.397022,0.120767,280.147592,33.701742,321.101442,1763.601865
174.459515,27.129124,11.985579,0.561950,12.978500,6.430710,2.263480,0.161392,294.642857,46.291033,344.917678,2302.915855
85.918628,15.760090,5.404170,0.784998,13.425195,5.451658,2.916283,0.237892,115.836556,63.085034,182.836341,1262.761227
176.011821,30.715031,8.714672,0.695028,14.451243,5.730478,3.524520,0.178911,397.737337,77.556601,470.934313,3501.093068
